Код BSU,Артикул,Артикул цифровой,Наименование,Наименование для сайта,Версия,Тип элемента,Штрихкод штука,Штрихкод коробка,Штрихкод паллет,Бренд,Коллекция,Стиль коллекции,Базовая единица измерения,Формат плиты номинальный,Формат плиты округленный,Формат коллекции округленный,Ширина плитки (см),Длина плитки (см),Толщина плитки (см),Вес одной плитки (кг),Количество слоев в паллете,Количество коробов в слое паллеты,Количество коробов на паллете,Количество изделий в коробке,Количество плиток в коробке,М2 в одной коробке,Ширина коробки (м),Длина коробки (м),Высота коробки (м),Вес коробки брутто (кг),Вес коробки нетто (кг),м2/шт на паллете,Ширина паллеты (м),Длина паллеты (м),Высота паллеты (м),Вес паллеты брутто (кг),Вес паллеты нетто (кг),Короб пустой брутто (кг),Поддон пустой брутто (кг),Вес полиэтилена (кг),Страна происхождения,Цвет плитки,Дизайн,Материал,Вид поверхности,Поверхность,Фактура поверхности,Ректификат,Рельеф,Водопоглащение,Морозостойкость,Класс износостойкости,Класс устойчивости к скольжению,Количество фрагментов рисунка,Назначение,Применение,Помещения,Фото плиты,Фото Коллекции,Кол-во доп фото коллекции,Доп фото коллекции,"Видео 360, YouTube"
WN4T013,15971,15971,"Глаз. керамогранит Wood Concept Natural бежевый рельеф ректификат 21,8x89,8 0,8","Керамогранит Cersanit Wood Concept Natural  бежевый ректификат  рельеф  21,8x89,8 WN4T013",,Керамогранит,,4690311102423,14690311102420,Cersanit,Wood Concept Natural,Классический,м2,"21,8x89,8",22x90,22x90,"21,8","89,8","0,8","3,53",3,20,60,6,6,"1,17","0,23","0,91","0,06","21,36","21,18051","70,2",1,"1,2","0,97",1317,"1270,8306","0,185",35,0.500,РОССИЯ,бежевый,Дерево,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,4,R12,10,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Ванная комната;Гостиная;Спальня;Кухня;Балконы,https://pvi.cersanit.ru/upload/uf/4af/15971_1.jpg,https://pvi.cersanit.ru/upload/uf/02e/Interior_WN4T013_1.jpg,2,https://pvi.cersanit.ru/upload/uf/320/Interior_WN4T013_3.jpg;https://pvi.cersanit.ru/upload/uf/70f/Interior_WN4T013_2.jpg,https://www.youtube.com/watch?v=CiveEx0t5wA
WN4T103,15973,15973,"Глаз. керамогранит Wood Concept Natural песочный рельеф ректификат 21,8x89,8 0,8","Керамогранит Cersanit Wood Concept Natural  песочный ректификат  рельеф  21,8x89,8 WN4T103",,Керамогранит,,4690311102447,14690311102444,Cersanit,Wood Concept Natural,Классический,м2,"21,8x89,8",22x90,22x90,"21,8","89,8","0,8","3,53",3,20,60,6,6,"1,17","0,23","0,91","0,06","21,36","21,18051","70,2",1,"1,2","0,97",1317,"1270,8306","0,185",35,0.500,РОССИЯ,песочный,Дерево,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,4,R12,10,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Ванная комната;Гостиная;Спальня;Кухня;Балконы,https://pvi.cersanit.ru/upload/uf/05e/15973_1.jpg,https://pvi.cersanit.ru/upload/uf/2be/Interior_WN4T103_1.jpg,2,https://pvi.cersanit.ru/upload/uf/045/Interior_WN4T103_3.jpg;https://pvi.cersanit.ru/upload/uf/708/Interior_WN4T103_2.jpg,
WN4T113,15975,15975,"Глаз. керамогранит Wood Concept Natural коричневый рельеф ректификат 21,8x89,8 0,8","Керамогранит Cersanit Wood Concept Natural  коричневый ректификат  рельеф  21,8x89,8 WN4T113",,Керамогранит,,4690311102461,14690311102468,Cersanit,Wood Concept Natural,Классический,м2,"21,8x89,8",22x90,22x90,"21,8","89,8","0,8","3,53",3,20,60,6,6,"1,17","0,23","0,91","0,06","21,36","21,18051","70,2",1,"1,2","0,97",1317,"1270,8306","0,185",35,0.500,РОССИЯ,коричневый,Дерево,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,4,R12,10,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Ванная комната;Гостинная;Кухня;Балконы,https://pvi.cersanit.ru/upload/uf/01e/15975_1.jpg,https://pvi.cersanit.ru/upload/uf/815/Interior_WN4T113_1.jpg,2,https://pvi.cersanit.ru/upload/uf/252/Interior_WN4T113_2.jpg;https://pvi.cersanit.ru/upload/uf/337/Interior_WN4T113_3.jpg,
WN4T303,15977,15977,"Глаз. керамогранит Wood Concept Natural светло-бежевый рельеф ректификат 21,8x89,8 0,8","Керамогранит Cersanit Wood Concept Natural  светло-бежевый ректификат  рельеф  21,8x89,8 WN4T303",,Керамогранит,,4690311102485,14690311102482,Cersanit,Wood Concept Natural,Классический,м2,"21,8x89,8",22x90,22x90,"21,8","89,8","0,8","3,53",3,20,60,6,6,"1,17","0,23","0,91","0,06","21,36","21,18051","70,2",1,"1,2","0,97",1317,"1270,8306","0,185",35,0.500,РОССИЯ,светло-бежевый,Дерево,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,4,R12,10,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Ванная комната;Гостиная;Спальня;Кухня;Балконы,https://pvi.cersanit.ru/upload/uf/9ef/15977_1.jpg,https://pvi.cersanit.ru/upload/uf/3fd/Interior_WN4T303_1.jpg,2,https://pvi.cersanit.ru/upload/uf/bb9/Interior_WN4T303_2.jpg;https://pvi.cersanit.ru/upload/uf/284/Interior_WN4T303_3.jpg,
WP4T093,15979,15979,"Глаз. керамогранит Wood Concept Prime серый рельеф ректификат 21,8x89,8 0,8","Керамогранит Cersanit Wood Concept Prime  серый ректификат  рельеф  21,8x89,8 WP4T093",,Керамогранит,,4690311102508,14690311102505,Cersanit,Wood Concept Prime,Классический,м2,"21,8x89,8",22x90,22x90,"21,8","89,8","0,8","3,53",3,20,60,6,6,"1,17","0,23","0,91","0,06","21,36","21,18051","70,2",1,"1,2","0,97",1317,"1270,8306","0,185",35,0.500,РОССИЯ,серый,Дерево,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,4,R12,10,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Ванная комната;Гостинная;Кухня;Балконы,https://pvi.cersanit.ru/upload/uf/0d5/16021_1.jpg,https://pvi.cersanit.ru/upload/uf/295/Interior_WP4T093_1.jpg,2,https://pvi.cersanit.ru/upload/uf/2e0/Interior_WP4T093_2.jpg;https://pvi.cersanit.ru/upload/uf/95f/Interior_WP4T093_3.jpg,
WP4T523,15981,15981,"Глаз. керамогранит Wood Concept Prime светло-серый рельеф ректификат 21,8x89,8 0,8","Керамогранит Cersanit Wood Concept Prime  светло-серый ректификат  рельеф  21,8x89,8 WP4T523",,Керамогранит,,4690311102522,14690311102529,Cersanit,Wood Concept Prime,Классический,м2,"21,8x89,8",22x90,22x90,"21,8","89,8","0,8","3,53",3,20,60,6,6,"1,17","0,23","0,91","0,06","21,36","21,18051","70,2",1,"1,2","0,97",1317,"1270,8306","0,185",35,0.500,РОССИЯ,светло-серый,Дерево,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,4,R12,10,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Ванная комната;Гостинная;Кухня;Балконы,https://pvi.cersanit.ru/upload/uf/af4/15981_1.jpg,https://pvi.cersanit.ru/upload/uf/8e6/Interior_WP4T523_1.jpg,8,https://pvi.cersanit.ru/upload/uf/9df/Interior_WP4T523_2.jpg;https://pvi.cersanit.ru/upload/uf/406/Interior_WP4T523_3.jpg;https://pvi.cersanit.ru/upload/uf/3d5/INT_WP4T523_3_2.jpg;https://pvi.cersanit.ru/upload/uf/43b/INT_WP4T523_3_3.jpg;https://pvi.cersanit.ru/upload/uf/0c1/INT_WP4T523_3_4.jpg;https://pvi.cersanit.ru/upload/uf/436/INT_WP4T523_3_5.jpg;https://pvi.cersanit.ru/upload/uf/5a6/INT_WP4T523_3_6.jpg;https://pvi.cersanit.ru/upload/uf/923/INT_WP4T523_3_7.jpg;https://pvi.cersanit.ru/upload/uf/ef7/INT_WP4T523_3_8.jpg,
WR4T013,15983,15983,"Глаз. керамогранит Wood Concept Rustic бежевый рельеф ректификат 21,8x89,8 0,8","Керамогранит Cersanit Wood Concept Rustic  бежевый ректификат  рельеф  21,8x89,8 WR4T013",,Керамогранит,,4690311102546,14690311102543,Cersanit,Wood Concept Rustic,Классический,м2,"21,8x89,8",22x90,22x90,"21,8","89,8","0,8","3,53",3,20,60,6,6,"1,17","0,23","0,91","0,06","21,36","21,18051","70,2",1,"1,2","0,97",1317,"1270,8306","0,185",35,0.500,РОССИЯ,бежевый,Дерево,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,4,R10,8,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Ванная комната;Гостиная;Спальня;Кухня;Балконы,https://pvi.cersanit.ru/upload/uf/039/15983_1.jpg,https://pvi.cersanit.ru/upload/uf/581/Interior_WR4T013_1.jpg,7,https://pvi.cersanit.ru/upload/uf/67f/Interior_WR4T013_2.jpg;https://pvi.cersanit.ru/upload/uf/3b7/Interior_WR4T013_3.jpg;https://pvi.cersanit.ru/upload/uf/715/INT_Vegas_Black_2_1.jpg;https://pvi.cersanit.ru/upload/uf/c6e/INT_Vegas_Black_2_2.jpg;https://pvi.cersanit.ru/upload/uf/258/INT_Wood-Concept-Rustic_WR4T013_2_1.jpg;https://pvi.cersanit.ru/upload/uf/541/INT_Wood-Concept-Rustic_WR4T013_2_2.jpg;https://pvi.cersanit.ru/upload/uf/629/INT_Wood-Concept-Rustic_WR4T013_2_3.jpg,
A15985,15985,15985,"Глаз. керамогранит Wood Concept Natural темно-коричневый рельеф ректификат 21,8x89,8 0,8","Керамогранит Cersanit Wood Concept Natural  темно-коричневый ректификат  рельеф  21,8x89,8 A15985",,Керамогранит,,4690311102560,14690311102567,Cersanit,Wood Concept Natural,Классический,м2,"21,8x89,8",22x90,22x90,"21,8","89,8","0,8","3,53",3,20,60,6,6,"1,17","0,23","0,91","0,06","21,36","21,18051","70,2",1,"1,2","0,97",1317,"1270,8306","0,185",35,0.500,РОССИЯ,темно-коричневый,Дерево,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,3,R12,10,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Ванная комната;Гостиная;Спальня;Кухня;Балконы,https://pvi.cersanit.ru/upload/uf/d0c/15985_1.jpg,https://pvi.cersanit.ru/upload/uf/58c/INT_15985_1.jpg,2,https://pvi.cersanit.ru/upload/uf/d0f/INT_15985_2.jpg;https://pvi.cersanit.ru/upload/uf/d7e/INT_15985_3.jpg,
A15987,15987,15987,"Глаз. керамогранит Wood Concept Natural светло-коричневый рельеф ректификат 21,8x89,8 0,8","Керамогранит Cersanit Wood Concept Natural  светло-коричневый ректификат  рельеф  21,8x89,8 A15987",,Керамогранит,,4690311102355,14690311102352,Cersanit,Wood Concept Natural,Классический,м2,"21,8x89,8",22x90,22x90,"21,8","89,8","0,8","3,53",3,20,60,6,6,"1,17","0,23","0,91","0,06","21,36","21,18051","70,2",1,"1,2","0,97",1317,"1270,8306","0,185",35,0.500,РОССИЯ,светло-коричневый,Дерево,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,4,R12,10,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Ванная комната;Гостиная;Спальня;Кухня;Балконы,https://pvi.cersanit.ru/upload/uf/f5e/15987_10.jpg,https://pvi.cersanit.ru/upload/uf/bf9/INT_15987_1.jpg,2,https://pvi.cersanit.ru/upload/uf/c9f/INT_15987_2.jpg;https://pvi.cersanit.ru/upload/uf/ad4/INT_15987_3.jpg,
A15989,15989,15989,"Глаз. керамогранит Wood Concept Prime белый рельеф ректификат 21,8x89,8 0,8","Керамогранит Cersanit Wood Concept Prime  белый ректификат  рельеф  21,8x89,8 A15989",,Керамогранит,,4690311102379,14690311102376,Cersanit,Wood Concept Prime,Классический,м2,"21,8x89,8",22x90,22x90,"21,8","89,8","0,8","3,53",3,20,60,6,6,"1,17","0,23","0,91","0,06","21,36","21,18051","70,2",1,"1,2","0,97",1317,"1270,8306","0,185",35,0.500,РОССИЯ,белый,Дерево,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,4,R12,10,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Ванная комната;Гостиная;Спальня;Кухня;Балконы,https://pvi.cersanit.ru/upload/uf/99e/15989_10.jpg,https://pvi.cersanit.ru/upload/uf/9e4/INT_15989_01.jpg,2,https://pvi.cersanit.ru/upload/uf/644/INT_15989_02.jpg;https://pvi.cersanit.ru/upload/uf/826/INT_15989_03.jpg,
A16040,16040,16040,Настенная мозаика Royal stone белый 30x30,Мозаика на сетке Cersanit Royal stone  белый  30x30 A16040,,Мозаика на сетке,4690311103123,4690311103185,,Cersanit,Royal stone,Классический,шт.,30x30,30x30,30x60,30,30,1,"1,24",,,,10,10,,"0,33","0,325","0,105","12,53","12,42",480,"0,8","1,2","0,984",630,"596,16","0,11",28,0.500,РОССИЯ,белый,Камень,Керамическая плитка,глянцевая,глазурованная,гладкая,,,E>10%,,,,неограниченное,Стена,Для внутренней отделки,Внутренняя отделка;Санузлы;Номерной фонд;Ванная комната;Гостиная;Спальня;Кухня,https://pvi.cersanit.ru/upload/uf/8df/16040.jpg,https://pvi.cersanit.ru/upload/uf/955/INT_Royal_Stone_OR_3_1.jpg,3,https://pvi.cersanit.ru/upload/uf/104/INT_Royal_Stone_OR_3_3.jpg;https://pvi.cersanit.ru/upload/uf/8fb/INT_Royal_Stone_OR_3_6.jpg;https://pvi.cersanit.ru/upload/uf/9b8/INT_Royal_Stone_OR_3_7.jpg,
AN4R012,16087,16087,Глаз. керамогранит Atria бежевый 42x42,Керамогранит Cersanit Atria  бежевый  42x42 AN4R012,,Керамогранит,,4690311103819,14690311103816,Cersanit,Atria,Классический,м2,42x42,42x42,20x44,42,42,"0,85","3,07",2,24,48,9,9,"1,58","0,43","0,43","0,08","27,74","27,6105","75,84","0,8","1,2","1,1",1360,"1325,304","0,13",28,0.500,РОССИЯ,бежевый,Камень,Керамогранит,матовая,глазурованная,гладкая,,,"E<0,5%",Да,3,R13,неограниченное,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Фасад;Ванная комната;Гостиная;Спальня;Кухня,https://pvi.cersanit.ru/upload/uf/d77/Atria_42x42_AN4R012_floor_jpg.jpg,https://pvi.cersanit.ru/upload/uf/122/INT_Atria_Abstract_2_2.jpg,14,https://pvi.cersanit.ru/upload/uf/466/Atria_20x44_2_int_jpg.jpg;https://pvi.cersanit.ru/upload/uf/956/INT_Atria_Patchwork_2_1.jpg;https://pvi.cersanit.ru/upload/uf/d8b/INT_Atria_Patchwork_2_2.jpg;https://pvi.cersanit.ru/upload/uf/f7b/INT_Atria_Patchwork_3_2.jpg;https://pvi.cersanit.ru/upload/uf/49f/INT_Atria_Patchwork_3_3.jpg;https://pvi.cersanit.ru/upload/uf/a40/Atria_20x44_1_int_jpg.jpg;https://pvi.cersanit.ru/upload/uf/5de/INT_Atria_OBI_2_1.jpg;,
CO4L012,16292,16292,"Глаз. керамогранит Coliseum бежевый рельеф 29,7x59,8","Керамогранит Cersanit Coliseum  бежевый  рельеф  29,7x59,8 CO4L012",,Керамогранит,,4690311106193,14690311106190,Cersanit,Coliseum,Классический,м2,"29,7x59,8",30x60,30x60,"29,7","59,8","0,75","3,13",2,16,32,10,10,"1,77","0,301","0,603","0,089","31,45","31,27944","56,64","0,8","1,2","0,8",1035,"1000,94208","0,172",28,0.500,РОССИЯ,бежевый,Камень,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R11,5,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Лестницы;Гостиная;Спальня;Кухня;Коридор,https://pvi.cersanit.ru/upload/uf/e34/C_CO4L012D_1f.jpg,https://pvi.cersanit.ru/upload/uf/93e/INT_Coliseum_012_2_1.jpg,4,https://pvi.cersanit.ru/upload/uf/ab6/INT_Coliseum_012_2_2.jpg;https://pvi.cersanit.ru/upload/uf/edb/INT_Coliseum_012_2_3.jpg;https://pvi.cersanit.ru/upload/uf/e76/INT_Coliseum_beige_3_2.jpg;https://pvi.cersanit.ru/upload/uf/218/INT_Coliseum_beige_3_3.jpg,
GA4L012,16298,16298,"Глаз. керамогранит Galaxy бежевый рельеф 29,7x59,8","Керамогранит Cersanit Galaxy  бежевый  рельеф  29,7x59,8 GA4L012",,Керамогранит,,4690311106254,14690311106251,Cersanit,Galaxy,Современный,м2,"29,7x59,8",30x60,30x60,"29,7","59,8","0,75","3,13",2,16,32,10,10,"1,77","0,301","0,603","0,089","31,45","31,27944","56,64","0,8","1,2","0,8",1035,"1000,94208","0,172",28,0.500,РОССИЯ,бежевый,Камень,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R12,6,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Входные группы;Ванная комната;Балконы,https://pvi.cersanit.ru/upload/uf/857/GA4L012_1.jpg,https://pvi.cersanit.ru/upload/uf/279/Int_Galaxy_012_1_1.jpg,6,https://pvi.cersanit.ru/upload/uf/bd5/Int_Galaxy_012_1_3.jpg;https://pvi.cersanit.ru/upload/uf/77f/Int_Galaxy_012_1_4.jpg;https://pvi.cersanit.ru/upload/uf/42d/Int_Galaxy_012_2_1.jpg;https://pvi.cersanit.ru/upload/uf/529/Int_Galaxy_012_2_2.jpg;https://pvi.cersanit.ru/upload/uf/4d9/Int_Galaxy_012_2_3.jpg;https://pvi.cersanit.ru/upload/uf/987/Int_Galaxy_012_2_4.jpg;https://pvi.cersanit.ru/upload/uf/176/Int_Galaxy_012_3_1.jpg;https://pvi.cersanit.ru/upload/uf/7a4/Int_Galaxy_012_3_2.jpg;https://pvi.cersanit.ru/upload/uf/fa7/Int_Galaxy_012_3_3.jpg,https://www.youtube.com/watch?v=qNom5uvj6jc
